Date;^BVSP;CSMG3.SA;BBAS3.SA;CPFE3.SA;BRAP4.SA;BBSE3.SA
2023-08-21;114429.0;16.364110946655273;22.31266021728516;31.043760299682617;19.16026496887207;28.7972469329834
2023-08-22;116156.0;16.706995010375977;22.7968692779541;31.67937469482422;19.510591506958008;28.864688873291016
2023-08-23;118135.0;16.089805603027344;22.89666748046875;31.771493911743164;19.762109756469727;29.04774284362793
2023-08-24;117026.0;16.00408363342285;22.59726905822754;31.92809295654297;19.375850677490234;29.230796813964844
2023-08-25;115837.0;16.089805603027344;22.30262565612793;31.74385643005371;19.32195472717285;29.230796813964844
2023-08-28;117121.0;16.00408363342285;22.944190979003903;31.95572662353516;19.58245277404785;29.63544273376465
2023-08-29;118404.0;15.91836166381836;23.07250213623047;32.09390640258789;20.18429946899414;29.914838790893555
2023-08-30;117535.0;15.729777336120604;22.739839553833008;31.964941024780277;20.256162643432617;29.66434669494629
2023-08-31;115742.0;15.361177444458008;22.3834171295166;31.45829200744629;20.21124839782715;29.269332885742188
2023-09-01;117893.0;15.89264965057373;22.535490036010746;32.0662727355957;21.226301193237305;29.895570755004883
2023-09-04;117777.0;15.86693286895752;22.46420669555664;32.49922180175781;21.51375389099121;30.23277473449707
2023-09-05;117331.0;15.669774055480955;22.3834171295166;32.25971984863281;21.2442684173584;30.174968719482425
2023-09-06;115985.0;15.429754257202148;22.231340408325195;31.310903549194336;21.001733779907227;29.95337677001953
2023-09-08;115313.0;15.4468994140625;22.164810180664062;31.439868927001957;20.534629821777344;29.97264671325684
2023-09-11;116883.0;15.652630805969238;22.516481399536133;31.59646797180176;20.265146255493164;30.62778663635254
2023-09-12;117968.0;15.75549602508545;22.63814163208008;31.93730354309082;20.30107688903809;30.78193664550781
2023-09-13;118176.0;16.0640869140625;22.61899757385254;32.10311508178711;20.166336059570312;30.75303268432617
2023-09-14;119392.0;16.201242446899414;22.681215286254883;32.471588134765625;21.20833778381348;30.54107666015625
2023-09-15;118758.0;16.441261291503906;22.757795333862305;32.80321502685547;21.38799285888672;30.48326873779297
2023-09-18;118288.0;16.141239166259766;22.662073135375977;32.913753509521484;20.80411148071289;30.67595863342285
2023-09-19;117846.0;15.438326835632324;22.628568649291992;32.665035247802734;20.750215530395508;30.521808624267575
2023-09-20;118695.0;15.652630805969238;22.82958602905273;32.95060348510742;21.001733779907227;31.02279663085937
2023-09-21;116145.0;15.584053993225098;22.30790328979492;32.913753509521484;20.37294006347656;30.5988826751709
2023-09-22;116009.0;15.196343421936035;22.34619140625;32.87690734863281;20.408870697021484;30.579614639282227
2023-09-25;115925.0;15.318615913391112;22.21696662902832;32.830848693847656;19.98668098449707;30.859010696411133
2023-09-26;114193.0;15.091545104980469;21.901084899902344;32.1860237121582;19.78007698059082;30.666322708129883
2023-09-27;114327.0;14.72473430633545;22.092529296875;31.62410545349121;19.681264877319336;30.31948471069336
2023-09-28;115731.0;14.890670776367188;22.80086708068848;31.46750259399414;20.05854034423828;30.54107666015625
2023-09-29;116565.0;15.117742538452148;22.58070945739746;30.96085548400879;20.408870697021484;30.068988800048828
2023-10-02;115057.0;14.92560577392578;22.518489837646484;31.11745262145996;20.175317764282227;30.77230262756348
2023-10-03;113419.0;14.515129089355469;22.23132705688477;30.702924728393555;19.968713760375977;30.84937858581543
2023-10-04;113607.0;14.785869598388672;22.39883804321289;30.877948760986328;19.58245277404785;31.02279663085937
2023-10-05;113284.0;14.812068939208984;22.46584129333496;30.841100692749023;19.64533424377441;30.77230262756348
2023-10-06;114170.0;14.838269233703612;23.37998390197754;30.6752872467041;19.75312805175781;30.89754867553711
2023-10-09;115156.0;15.091545104980469;23.25554656982422;30.988489151000977;19.771093368530277;30.714494705200195
2023-10-10;116737.0;15.152677536010742;23.217256546020508;31.421443939208984;19.807024002075195;30.473634719848636
2023-10-11;117051.0;15.14394474029541;23.43741798400879;31.587257385253903;20.04057502746582;30.58924865722656
2023-10-13;115754.0;14.986741065979004;23.365625381469727;30.573957443237305;19.600419998168945;30.15569877624512
2023-10-16;116534.0;15.065340995788574;23.839448928833008;30.583171844482425;19.824989318847656;30.531442642211918
2023-10-17;115908.0;14.550063133239746;23.62407493591309;30.11336708068848;19.87888526916504;30.45436668395996
2023-10-18;114060.0;14.200721740722656;23.50920867919922;29.56066131591797;19.38483428955078;30.72412872314453
2023-10-19;114004.0;14.20945644378662;23.69107818603516;30.398935317993164;19.10636711120605;30.695226669311523
2023-10-20;113155.0;14.09592056274414;23.614503860473636;30.26075553894043;18.549434661865234;30.29058265686035
2023-10-23;112785.0;14.314258575439451;23.580997467041016;30.26075553894043;18.58536720275879;30.2135066986084
2023-10-24;113762.0;14.366659164428713;23.470918655395508;30.214696884155277;19.01653861999512;30.25204467773437
2023-10-25;112830.0;14.296792984008787;23.475706100463867;30.23312187194824;18.79197120666504;30.12679672241211
2023-10-26;114777.0;14.5238618850708;23.963886260986328;31.11745262145996;19.232126235961918;30.18460273742676
2023-10-27;113301.0;13.877581596374512;23.35605239868164;30.83189010620117;19.663299560546875;29.81849670410156
2023-10-30;112532.0;13.868847846984863;23.19332695007324;30.444992065429688;19.92380142211914;29.43311882019043
2023-10-31;113144.0;13.921249389648438;23.14068031311035;30.80425262451172;20.067523956298828;29.63544273376465
2023-11-01;115053.0;14.567530632019045;23.164609909057617;31.27405548095703;21.11851119995117;30.068988800048828
2023-11-03;118160.0;15.091545104980469;23.978242874145508;31.81755256652832;21.648494720458984;30.300216674804688
2023-11-06;118487.0;15.833892822265623;24.1457576751709;32.17681121826172;21.84611320495605;30.608518600463867
2023-11-07;119268.0;15.842626571655272;24.41856384277344;32.34262466430664;21.747303009033203;30.7337646484375
2023-11-08;119099.0;15.938694953918455;24.72965431213379;31.964941024780277;21.648494720458984;30.7337646484375
2023-11-09;119012.0;16.12209701538086;23.69586563110352;32.222869873046875;21.684425354003903;30.15569877624512
2023-11-10;120636.0;16.235633850097656;24.045249938964844;32.849273681640625;22.08864974975586;30.15569877624512
2023-11-13;120376.0;16.471439361572266;23.95431327819824;32.60976791381836;22.00780487060547;30.271312713623047
2023-11-14;123328.0;16.724714279174805;24.06917953491211;32.97823715209961;22.789308547973636;30.492904663085938
2023-11-16;124576.0;16.75091552734375;24.06439208984375;33.7796630859375;23.01387596130371;30.964990615844727
2023-11-17;125062.0;16.541311264038086;24.246265411376957;33.60464096069336;23.04082298278809;30.618152618408203
2023-11-20;126095.0;16.3753719329834;24.37548828125;33.56779098510742;23.624704360961918;30.81083869934082
2023-11-21;125607.0;16.331707000732422;24.547786712646484;33.49409866333008;24.217567443847656;30.74339866638184
2023-11-22;126035.0;15.868826866149902;24.38568878173828;33.56779098510742;23.82975006103516;30.859010696411133
2023-11-23;126576.0;15.746560096740724;24.46721649169922;33.788875579833984;23.550756454467773;30.92645072937012
2023-11-24;125542.0;15.91249179840088;24.438440322875977;33.540157318115234;23.377588272094727;30.74339866638184
2023-11-27;125683.0;15.938694953918455;24.88922691345215;34.06523132324219;23.483413696289062;30.550710678100582
2023-11-28;126538.0;16.130830764770508;25.2489013671875;33.82572555541992;23.51227569580078;30.64705467224121
2023-11-29;126101.0;16.104631423950195;25.287263870239254;33.4019775390625;23.223663330078125;30.300216674804688
2023-11-30;127331.0;16.322973251342773;26.025789260864254;34.12971115112305;23.47379302978516;30.15569877624512
2023-12-01;128103.0;16.794580459594727;26.078542709350582;34.19419479370117;23.781646728515625;29.770322799682617
2023-12-04;126803.0;17.449594497680664;25.97783088684082;34.396854400634766;23.56037712097168;29.693248748779297
2023-12-05;126903.0;17.44086265563965;25.97783088684082;34.63636016845703;23.47379302978516;29.57763671875
2023-12-06;125623.0;17.606800079345703;25.42154312133789;34.48897171020508;23.271764755249023;29.55836677551269
2023-12-07;126010.0;17.53693389892578;25.833965301513672;34.08365249633789;23.25252342224121;29.9630126953125
2023-12-08;127094.0;17.44086265563965;26.11211204528809;34.12971115112305;23.367969512939453;29.97264671325684
2023-12-11;126916.0;17.510730743408203;26.10731506347656;33.973114013671875;23.387208938598636;30.04008674621582
2023-12-12;126403.0;17.56313133239746;25.336275100708008;34.1573486328125;23.329486846923828;30.068988800048828
2023-12-13;129465.0;17.99980926513672;25.56791877746582;34.62715148925781;23.44493293762207;29.914838790893555
2023-12-14;130842.0;18.26786994934082;25.73682975769043;34.7561149597168;23.57961845397949;30.48326873779297
2023-12-15;130197.0;18.258699417114254;26.354551315307617;34.80217361450195;23.483413696289062;30.89754867553711
2023-12-18;131084.0;18.97400665283203;26.373855590820312;35.14301300048828;23.666202545166016;31.340730667114254
2023-12-19;131851.0;18.423770904541016;26.470373153686523;35.6312370300293;24.012535095214844;32.150020599365234
2023-12-20;130804.0;18.62552261352539;26.16151428222656;35.24433898925781;23.90671157836914;31.938066482543945
2023-12-21;132182.0;18.97400665283203;26.20012092590332;35.61281204223633;24.46469497680664;31.938066482543945
2023-12-22;132753.0;19.058992385864254;26.272510528564453;35.68650817871094;24.46469497680664;32.14038848876953
2023-12-26;133533.0;18.89197158813477;26.51380729675293;35.56675338745117;24.53203773498535;32.381248474121094
2023-12-27;134194.0;18.752784729003903;26.47519874572754;35.31803512573242;24.647483825683597;32.1596565246582
2023-12-28;134185.0;19.003318786621094;26.73097419738769;35.474632263183594;24.685964584350582;32.4197883605957
2024-01-02;132697.0;18.743507385253903;26.42694091796875;35.38251876831055;24.44545555114746;32.6510124206543
2024-01-03;132834.0;18.99403953552246;26.451068878173828;35.43778991699219;24.474315643310547;32.50649642944336
2024-01-04;131226.0;18.96620178222656;26.171165466308597;35.22591781616211;24.243427276611328;32.73772048950195
2024-01-05;132023.0;19.12394523620605;26.484851837158203;35.24433898925781;23.935571670532227;32.44868850708008
2024-01-08;132427.0;19.550779342651367;26.711669921875;35.00483322143555;23.82012939453125;32.29454040527344
2024-01-09;131447.0;20.07040023803711;26.311119079589844;35.465423583984375;23.502655029296875;32.17892837524414
2024-01-10;130841.0;20.23741912841797;26.26768493652344;35.50226974487305;23.1370792388916;31.97660255432129
2024-01-11;130649.0;20.460115432739254;26.446245193481445;35.11537551879883;23.16594123840332;32.06331253051758
2024-01-12;130988.0;20.61785697937012;26.60067367553711;34.54424285888672;23.05049514770508;32.12112045288086
2024-01-15;131521.0;20.85910987854004;27.12187957763672;34.63636016845703;22.95429229736328;32.45832061767578
2024-01-16;129294.0;20.747764587402344;26.96744728088379;34.24946594238281;22.69454002380371;32.25600051879883
2024-01-17;128524.0;20.85910987854004;27.02053451538086;34.277099609375;22.242382049560547;32.67028045654297
2024-01-18;127316.0;20.821996688842773;26.706844329833984;33.530948638916016;22.213520050048828;33.12310028076172
2024-01-19;127636.0;20.60857963562012;26.986751556396484;33.346710205078125;21.9152889251709;33.28688049316406
2024-01-22;126602.0;20.68281364440918;26.80819129943848;33.19010925292969;21.72287940979004;33.36396026611328
2024-01-23;128263.0;21.016855239868164;27.285961151123047;33.20853042602539;22.261621475219727;33.24834442138672
2024-01-24;127816.0;20.57146453857422;27.33904838562012;33.25458908081055;22.492511749267575;32.988216400146484
2024-01-25;128169.0;20.60857963562012;27.305265426635746;33.49409866333008;22.175037384033203;32.50649642944336
2024-01-26;128967.0;20.024003982543945;27.49347686767578;34.1757698059082;22.338584899902344;32.49686050415039
2024-01-29;128503.0;19.98689079284668;27.276308059692383;33.715179443359375;22.14617729187012;32.84370040893555
2024-01-30;127402.0;19.903379440307617;27.13635635375977;33.00587463378906;22.04035186767578;32.59320831298828
2024-01-31;127752.0;19.829147338867188;27.24252700805664;33.4019775390625;21.924909591674805;32.99785232543945
2024-02-01;128481.0;19.81058883666992;27.86507606506348;33.57700729370117;21.491989135742188;33.055660247802734
2024-02-02;127182.0;19.587892532348636;27.85542678833008;32.82164001464844;21.145654678344727;32.84370040893555
2024-02-05;127593.0;19.94049453735352;28.15463256835937;33.079566955566406;21.049449920654297;33.28688049316406
2024-02-06;130416.0;19.69923973083496;28.762704849243164;33.595428466796875;21.491989135742188;34.202152252197266
2024-02-07;129608.0;20.07040023803711;28.685487747192383;33.595428466796875;21.5593318939209;34.529720306396484
2024-02-08;128217.0;19.77347183227539;28.251150131225582;32.89533233642578;21.318822860717773;33.238712310791016
2024-02-09;128026.0;20.2930965423584;27.78303337097168;33.03350830078125;21.097553253173828;32.790000915527344
2024-02-14;127018.0;19.903379440307617;28.15945625305176;32.75715637207031;21.078311920166016;32.93000030517578
2024-02-15;127804.0;20.107515335083008;28.16428565979004;33.23617172241211;21.02058982849121;33.0099983215332
2024-02-16;128726.0;20.21886444091797;27.927812576293945;33.03350830078125;21.405406951904297;32.65999984741211
2024-02-19;129036.0;20.33949089050293;28.43453598022461;33.03350830078125;21.309202194213867;32.77000045776367
2024-02-20;129916.0;20.62713623046875;28.6179256439209;33.41119384765625;20.847421646118164;33.11000061035156
2024-02-21;130032.0;19.829147338867188;28.685487747192383;32.79399871826172;20.72235870361328;32.900001525878906
2024-02-22;130241.0;19.996166229248047;28.14495658874512;32.79399871826172;20.9532470703125;33.36000061035156
2024-02-23;129419.0;19.457988739013672;27.79617500305176;33.03350830078125;20.943626403808597;33.04999923706055
2024-02-26;129609.0;19.374475479125977;28.06260681152344;32.582130432128906;20.52032852172852;33.06999969482422
2024-02-27;131689.0;19.346641540527344;28.40170288085937;32.490013122558594;20.81856155395508;33.209999084472656
2024-02-28;130155.0;19.346641540527344;28.4598331451416;32.471588134765625;20.52032852172852;33.54999923706055
2024-02-29;129020.0;19.17961883544922;28.028697967529297;32.600555419921875;20.395263671875;33.34000015258789
2024-03-01;129180.0;19.374475479125977;28.057762145996094;32.60976791381836;20.04892921447754;32.91999816894531
2024-03-04;128341.0;18.66927719116211;27.94150161743164;32.14917755126953;19.8853816986084;32.90999984741211
2024-03-05;128098.0;18.743507385253903;28.13527107238769;31.90045928955078;20.00082778930664;32.86000061035156
2024-03-06;128890.0;18.69711303710937;28.55187225341797;31.688587188720703;19.779556274414062;32.70000076293945
2024-03-07;128340.0;19.30952453613281;28.280597686767575;31.697797775268555;19.92386245727539;32.900001525878906
2024-03-08;127071.0;19.5971736907959;28.00447654724121;31.495136260986328;19.76993560791016;32.790000915527344
2024-03-11;126124.0;19.20745658874512;27.723508834838867;31.835975646972656;19.423603057861328;32.83000183105469
2024-03-12;127668.0;18.96620178222656;28.10410499572754;31.320114135742188;19.40436172485352;32.939998626708984
2024-03-13;128006.0;18.69711303710937;27.79183578491211;31.016122817993164;19.385120391845703;32.880001068115234
2024-03-14;127690.0;18.63216209411621;27.669857025146484;30.979278564453125;19.34663963317871;33.11000061035156
2024-03-15;126742.0;18.724950790405277;27.952850341796875;30.74898338317871;18.75979423522949;33.27000045776367
2024-03-18;126954.0;18.59504508972168;27.33807182312012;30.988489151000977;19.385120391845703;33.2599983215332
2024-03-19;127529.0;18.743507385253903;27.2404899597168;31.089818954467773;19.567909240722656;32.88999938964844
2024-03-20;129125.0;19.13322639465332;27.533239364624023;31.513561248779297;19.80841827392578;32.86000061035156
2024-03-21;128159.0;19.290966033935547;27.147783279418945;31.697797775268555;19.798797607421875;32.11000061035156
2024-03-22;127027.0;19.71780014038086;27.03556251525879;31.93730354309082;19.52942657470703;32.34000015258789
2024-03-25;126931.0;20.135353088378903;27.142906188964844;32.23208236694336;19.51980781555176;31.950000762939453
2024-03-26;126863.0;20.095996856689453;27.28927993774414;32.37947082519531;19.356260299682617;32.119998931884766
2024-03-27;127691.0;20.49337387084961;27.30879783630371;32.35183334350586;19.63525009155273;32.709999084472656
2024-03-28;128106.0;20.60691261291504;27.62594413757324;32.0662727355957;19.80841827392578;32.52000045776367
2024-04-01;126990.0;20.34199333190918;27.36247062683105;31.891244888305664;19.97196578979492;32.68000030517578
2024-04-02;127549.0;20.15276336669922;27.40637969970703;32.23208236694336;20.135513305664062;32.66999816894531
2024-04-03;127318.0;20.464990615844727;27.51372337341309;32.987449645996094;20.04892921447754;32.439998626708984
2024-04-04;127428.0;20.08653450012207;27.699132919311523;32.70188522338867;19.90462303161621;32.65999984741211
2024-04-05;126795.0;20.029766082763672;27.81623268127441;32.204444885253906;19.64487075805664;32.959999084472656
2024-04-08;128857.0;20.218996047973636;28.25048065185547;32.71109390258789;20.41450309753418;33.18000030517578
2024-04-09;129890.0;20.569067001342773;28.489561080932617;33.530948638916016;20.376022338867188;33.41999816894531
2024-04-10;128054.0;20.578527450561523;28.10410499572754;32.89533233642578;20.04892921447754;33.06999969482422
2024-04-11;127396.0;20.80560111999512;28.172412872314453;32.50843811035156;20.039308547973636;33.380001068115234
2024-04-12;125946.0;19.963537216186523;27.806474685668945;32.35183334350586;19.846899032592773;32.970001220703125
2024-04-15;125334.0;20.17168617248535;27.547876358032227;32.37947082519531;20.08740997314453;33.0099983215332
2024-04-16;124389.0;19.755386352539062;27.235610961914062;32.13996505737305;19.654491424560547;32.83000183105469
2024-04-17;124171.0;20.08653450012207;27.294158935546875;32.33341217041016;19.866140365600582;32.970001220703125
2024-04-18;124196.0;19.840538024902344;27.255128860473636;31.974151611328125;19.8372802734375;32.650001525878906
2024-04-19;125124.0;20.370376586914062;27.040441513061523;32.17681121826172;20.385643005371094;32.959999084472656
2024-04-22;125573.0;20.38929748535156;26.728174209594727;32.222869873046875;20.34716033935547;32.939998626708984
2024-04-23;125148.0;20.3325309753418;26.93310165405273;32.14917755126953;20.193235397338867;32.5
2024-04-24;124741.0;20.360916137695312;26.83551788330078;32.14917755126953;20.327919006347656;32.099998474121094
2024-04-25;124646.0;20.10545921325684;26.718416213989254;31.854400634765625;20.135513305664062;31.989999771118164
2024-04-26;126526.0;20.408222198486328;26.718416213989254;32.1860237121582;20.27019691467285;32.09000015258789
2024-04-29;127352.0;20.38973617553711;26.884307861328125;32.369998931884766;20.64539337158203;32.290000915527344
2024-04-30;125924.0;19.23078155517578;26.75745010375977;31.899999618530277;19.93000030517578;32.20000076293945
2024-05-02;127122.0;19.24060440063477;27.040441513061523;32.310001373291016;20.209999084472656;32.41999816894531
2024-05-03;128509.0;19.034347534179688;27.53811836242676;33.08000183105469;20.229999542236328;32.84000015258789
2024-05-06;128466.0;19.505788803100582;27.69425201416016;32.790000915527344;20.299999237060547;33.2599983215332
2024-05-07;129210.0;19.122743606567383;27.606430053710938;32.900001525878906;20.32999992370605;32.79999923706055
2024-05-08;129481.0;19.368284225463867;27.69425201416016;33.220001220703125;20.209999084472656;32.619998931884766
2024-05-09;128188.0;18.985240936279297;26.484214782714844;32.66999816894531;20.280000686645508;32.619998931884766
2024-05-10;127600.0;19.25042533874512;26.952617645263672;32.439998626708984;20.100000381469727;33.130001068115234
2024-05-13;128155.0;19.643291473388672;27.157543182373047;33.040000915527344;20.1299991607666;33.599998474121094
2024-05-14;128515.0;20.26205444335937;27.333194732666016;34.029998779296875;19.950000762939453;34.0
2024-05-15;128028.0;20.49777603149414;26.98189353942871;34.040000915527344;19.93000030517578;34.2400016784668
2024-05-16;128284.0;20.242412567138672;27.01116752624512;34.099998474121094;19.96999931335449;34.45000076293945
2024-05-17;128151.0;20.114728927612305;27.020925521850582;34.209999084472656;20.149999618530277;34.16999816894531
2024-05-20;127751.0;20.399559020996094;27.24536895751953;34.099998474121094;20.100000381469727;33.70000076293945
2024-05-21;127412.0;20.595991134643555;27.22585105895996;34.900001525878906;20.209999084472656;33.93000030517578
2024-05-22;125650.0;20.28169822692871;26.83551788330078;34.7400016784668;20.06999969482422;33.36000061035156
2024-05-23;124729.0;20.203125;26.28904914855957;34.7599983215332;19.989999771118164;33.220001220703125
2024-05-24;124306.0;20.09508514404297;26.4256649017334;35.0099983215332;20.0;32.689998626708984
2024-05-27;124496.0;20.242412567138672;26.747690200805664;34.84000015258789;20.13999938964844;32.86000061035156
2024-05-28;123780.0;19.928119659423828;26.65986633300781;34.599998474121094;19.799999237060547;32.40999984741211
2024-05-29;122707.0;19.83972549438477;26.65986633300781;34.0;19.40999984741211;32.599998474121094
2024-05-31;122098.0;19.79061508178711;26.46470069885254;34.099998474121094;19.200000762939453;32.29999923706055
2024-06-03;122032.0;19.82990264892578;26.493972778320312;34.400001525878906;18.790000915527344;32.18000030517578
2024-06-04;121802.0;20.02633476257324;26.572040557861328;34.650001525878906;18.649999618530277;32.59000015258789
2024-06-05;121407.0;19.91829872131348;26.630592346191406;34.22999954223633;18.350000381469727;32.779998779296875
2024-06-06;122899.0;19.466501235961918;26.98189353942871;34.25;18.549999237060547;32.95000076293945
2024-06-07;120767.0;19.368284225463867;26.52324867248535;33.34000015258789;18.280000686645508;32.689998626708984
2024-06-10;120760.0;19.348642349243164;26.55252265930176;32.849998474121094;18.34000015258789;32.619998931884766
2024-06-11;121635.0;19.10310173034668;26.84527587890625;33.02000045776367;18.3700008392334;32.779998779296875
2024-06-12;119936.0;18.96559715270996;26.33713722229004;32.65999984741211;18.15999984741211;32.470001220703125
2024-06-13;119568.0;19.22096061706543;26.51576042175293;32.540000915527344;18.239999771118164;32.5099983215332
2024-06-14;119662.0;19.2602481842041;26.450000762939453;32.72999954223633;18.010000228881836;32.459999084472656
2024-06-17;119138.0;19.4763240814209;26.450000762939453;32.349998474121094;17.829999923706055;32.38999938964844
2024-06-18;119630.0;19.270069122314453;26.07999992370605;32.29999923706055;17.889999389648438;32.45000076293945
2024-06-19;120261.0;19.368284225463867;26.270000457763672;32.439998626708984;18.0;32.56999969482422
2024-06-20;120446.0;19.53525161743164;26.38999938964844;32.5099983215332;18.229999542236328;32.709999084472656
2024-06-21;121341.0;20.28169822692871;26.61000061035156;32.630001068115234;17.969999313354492;32.900001525878906
2024-06-24;122637.0;21.06743049621582;26.809999465942383;32.689998626708984;18.049999237060547;33.630001068115234
2024-06-25;122331.0;21.18528938293457;26.88999938964844;32.630001068115234;17.93000030517578;33.43000030517578
2024-06-26;122641.0;20.739999771118164;26.709999084472656;32.52000045776367;18.200000762939453;32.95000076293945
2024-06-27;124308.0;20.770000457763672;26.700000762939453;33.130001068115234;18.26000022888184;32.779998779296875
2024-06-28;123907.0;20.88999938964844;26.709999084472656;32.72999954223633;18.51000022888184;32.93000030517578
2024-07-01;124718.0;19.90999984741211;26.36000061035156;32.79999923706055;18.84000015258789;32.81999969482422
2024-07-02;124787.0;20.049999237060547;26.450000762939453;32.63999938964844;18.76000022888184;32.83000183105469
2024-07-03;125661.890625;20.25;26.709999084472656;33.09000015258789;19.149999618530277;32.970001220703125
